|dates|Clarke_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clarke_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clarke_Virginia_UnitedStates.Male_Total_Population.data|Clarke_Virginia_UnitedStates.Male_Total_Population.missing|Clarke_Virginia_UnitedStates.Female_Total_Population.data|Clarke_Virginia_UnitedStates.Female_Total_Population.missing|Clarke_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Clarke_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3068.0|0|7238.0|0|7285.0|0|2888.0|0
