|dates|Jasper_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Missouri_UnitedStates.Male_Total_Population.data|Jasper_Missouri_UnitedStates.Male_Total_Population.missing|Jasper_Missouri_UnitedStates.Female_Total_Population.data|Jasper_Missouri_UnitedStates.Female_Total_Population.missing|Jasper_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18863.0|0|58923.0|0|61713.0|0|30127.0|0
