|dates|Boone_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Nebraska_UnitedStates.Male_Total_Population.data|Boone_Nebraska_UnitedStates.Male_Total_Population.missing|Boone_Nebraska_UnitedStates.Female_Total_Population.data|Boone_Nebraska_UnitedStates.Female_Total_Population.missing|Boone_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1196.0|0|2623.0|0|2616.0|0|1216.0|0
