|dates|Poweshiek_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Poweshiek_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Poweshiek_Iowa_UnitedStates.Male_Total_Population.data|Poweshiek_Iowa_UnitedStates.Male_Total_Population.missing|Poweshiek_Iowa_UnitedStates.Female_Total_Population.data|Poweshiek_Iowa_UnitedStates.Female_Total_Population.missing|Poweshiek_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Poweshiek_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3887.0|0|9061.0|0|9638.0|0|3643.0|0
