|dates|Adams_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_NorthDakota_UnitedStates.Male_Total_Population.data|Adams_NorthDakota_UnitedStates.Male_Total_Population.missing|Adams_NorthDakota_UnitedStates.Female_Total_Population.data|Adams_NorthDakota_UnitedStates.Female_Total_Population.missing|Adams_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-05-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-05-31|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-06-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-07-31|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-08-31|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-09-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-10-31|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-11-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-18|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-19|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-20|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-21|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-22|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-23|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-24|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-25|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-26|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-27|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-28|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-29|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-30|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2020-12-31|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-01|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-02|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-03|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-04|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-05|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-06|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-07|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-08|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-09|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-10|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-11|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-12|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-13|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-14|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-15|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-16|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-17|639.0|0|1135.0|0|1159.0|0|437.0|0
0|2021-01-18|639.0|0|1135.0|0|1159.0|0|437.0|0
