|dates|Stone_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stone_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stone_Mississippi_UnitedStates.Male_Total_Population.data|Stone_Mississippi_UnitedStates.Male_Total_Population.missing|Stone_Mississippi_UnitedStates.Female_Total_Population.data|Stone_Mississippi_UnitedStates.Female_Total_Population.missing|Stone_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Stone_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2991.0|0|9455.0|0|9262.0|0|3958.0|0
