|dates|Mercer_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Pennsylvania_UnitedStates.Male_Total_Population.data|Mercer_Pennsylvania_UnitedStates.Male_Total_Population.missing|Mercer_Pennsylvania_UnitedStates.Female_Total_Population.data|Mercer_Pennsylvania_UnitedStates.Female_Total_Population.missing|Mercer_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23991.0|0|54732.0|0|55951.0|0|21463.0|0
