|dates|Lyman_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyman_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyman_SouthDakota_UnitedStates.Male_Total_Population.data|Lyman_SouthDakota_UnitedStates.Male_Total_Population.missing|Lyman_SouthDakota_UnitedStates.Female_Total_Population.data|Lyman_SouthDakota_UnitedStates.Female_Total_Population.missing|Lyman_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Lyman_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|605.0|0|1998.0|0|1823.0|0|1123.0|0
