|dates|Madison_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Kentucky_UnitedStates.Male_Total_Population.data|Madison_Kentucky_UnitedStates.Male_Total_Population.missing|Madison_Kentucky_UnitedStates.Female_Total_Population.data|Madison_Kentucky_UnitedStates.Female_Total_Population.missing|Madison_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12737.0|0|44872.0|0|47496.0|0|19144.0|0
