|dates|Fillmore_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fillmore_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fillmore_Nebraska_UnitedStates.Male_Total_Population.data|Fillmore_Nebraska_UnitedStates.Male_Total_Population.missing|Fillmore_Nebraska_UnitedStates.Female_Total_Population.data|Fillmore_Nebraska_UnitedStates.Female_Total_Population.missing|Fillmore_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Fillmore_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1250.0|0|2764.0|0|2763.0|0|1098.0|0
