|dates|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Luzerne_Pennsylvania_UnitedStates.Male_Total_Population.data|Luzerne_Pennsylvania_UnitedStates.Male_Total_Population.missing|Luzerne_Pennsylvania_UnitedStates.Female_Total_Population.data|Luzerne_Pennsylvania_UnitedStates.Female_Total_Population.missing|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Luzerne_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|63184.0|0|157145.0|0|160501.0|0|62610.0|0
