|dates|KingGeorge_Virginia_UnitedStates.BLS_EmployedPopulation.data|KingGeorge_Virginia_UnitedStates.BLS_EmployedPopulation.missing|KingGeorge_Virginia_UnitedStates.BLS_UnemployedPopulation.data|KingGeorge_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|KingGeorge_Virginia_UnitedStates.BLS_UnemploymentRate.data|KingGeorge_Virginia_UnitedStates.BLS_UnemploymentRate.missing|KingGeorge_Virginia_UnitedStates.BLS_LaborForcePopulation.data|KingGeorge_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-02|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-03|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-04|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-05|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-06|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-07|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-08|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-09|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-10|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-11|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-12|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-13|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-14|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-15|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-16|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-17|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-18|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-19|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-20|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-21|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-22|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-23|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-24|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
0|2020-01-25|13411.5|0|382.5|0|2.7729447585906914|0|13794.0|0
