|dates|Hyde_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hyde_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hyde_NorthCarolina_UnitedStates.Male_Total_Population.data|Hyde_NorthCarolina_UnitedStates.Male_Total_Population.missing|Hyde_NorthCarolina_UnitedStates.Female_Total_Population.data|Hyde_NorthCarolina_UnitedStates.Female_Total_Population.missing|Hyde_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Hyde_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1081.0|0|2862.0|0|2368.0|0|878.0|0
