|dates|Franklin_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Illinois_UnitedStates.Male_Total_Population.data|Franklin_Illinois_UnitedStates.Male_Total_Population.missing|Franklin_Illinois_UnitedStates.Female_Total_Population.data|Franklin_Illinois_UnitedStates.Female_Total_Population.missing|Franklin_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7932.0|0|19092.0|0|19609.0|0|8612.0|0
