|dates|Knox_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Nebraska_UnitedStates.Male_Total_Population.data|Knox_Nebraska_UnitedStates.Male_Total_Population.missing|Knox_Nebraska_UnitedStates.Female_Total_Population.data|Knox_Nebraska_UnitedStates.Female_Total_Population.missing|Knox_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2078.0|0|4167.0|0|4252.0|0|2039.0|0
