|dates|Guadalupe_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Guadalupe_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Guadalupe_Texas_UnitedStates.Male_Total_Population.data|Guadalupe_Texas_UnitedStates.Male_Total_Population.missing|Guadalupe_Texas_UnitedStates.Female_Total_Population.data|Guadalupe_Texas_UnitedStates.Female_Total_Population.missing|Guadalupe_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Guadalupe_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22611.0|0|81018.0|0|82676.0|0|41018.0|0
