|dates|Amherst_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Amherst_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Amherst_Virginia_UnitedStates.Male_Total_Population.data|Amherst_Virginia_UnitedStates.Male_Total_Population.missing|Amherst_Virginia_UnitedStates.Female_Total_Population.data|Amherst_Virginia_UnitedStates.Female_Total_Population.missing|Amherst_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Amherst_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6701.0|0|15368.0|0|16298.0|0|6207.0|0
