|dates|Clark_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Washington_UnitedStates.Male_Total_Population.data|Clark_Washington_UnitedStates.Male_Total_Population.missing|Clark_Washington_UnitedStates.Female_Total_Population.data|Clark_Washington_UnitedStates.Female_Total_Population.missing|Clark_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|74530.0|0|238118.0|0|243739.0|0|115356.0|0
