|dates|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rockwall_Texas_UnitedStates.NYT_ConfirmedCases.data|Rockwall_Texas_UnitedStates.NYT_ConfirmedCases.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|14375.0|0|0.0|100|170.0|0|0.0|100
