|dates|Crowley_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crowley_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crowley_Colorado_UnitedStates.Male_Total_Population.data|Crowley_Colorado_UnitedStates.Male_Total_Population.missing|Crowley_Colorado_UnitedStates.Female_Total_Population.data|Crowley_Colorado_UnitedStates.Female_Total_Population.missing|Crowley_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Crowley_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|803.0|0|4286.0|0|1572.0|0|687.0|0
