|dates|Montrose_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montrose_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montrose_Colorado_UnitedStates.Male_Total_Population.data|Montrose_Colorado_UnitedStates.Male_Total_Population.missing|Montrose_Colorado_UnitedStates.Female_Total_Population.data|Montrose_Colorado_UnitedStates.Female_Total_Population.missing|Montrose_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Montrose_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9836.0|0|20815.0|0|21399.0|0|9120.0|0
