|dates|OutofFL_Florida_UnitedStates.JHU_ConfirmedCases.data|OutofFL_Florida_UnitedStates.JHU_ConfirmedCases.missing|OutofFL_Florida_UnitedStates.NYT_ConfirmedCases.data|OutofFL_Florida_UnitedStates.NYT_ConfirmedCases.missing|OutofFL_Florida_UnitedStates.JHU_ConfirmedDeaths.data|OutofFL_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|OutofFL_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|OutofFL_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
