|dates|NewKent_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewKent_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewKent_Virginia_UnitedStates.Male_Total_Population.data|NewKent_Virginia_UnitedStates.Male_Total_Population.missing|NewKent_Virginia_UnitedStates.Female_Total_Population.data|NewKent_Virginia_UnitedStates.Female_Total_Population.missing|NewKent_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|NewKent_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3860.0|0|11450.0|0|10941.0|0|4489.0|0
