|dates|Marshall_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_WestVirginia_UnitedStates.Male_Total_Population.data|Marshall_WestVirginia_UnitedStates.Male_Total_Population.missing|Marshall_WestVirginia_UnitedStates.Female_Total_Population.data|Marshall_WestVirginia_UnitedStates.Female_Total_Population.missing|Marshall_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6886.0|0|15262.0|0|15523.0|0|5950.0|0
