|dates|Hampton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hampton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hampton_Virginia_UnitedStates.Male_Total_Population.data|Hampton_Virginia_UnitedStates.Male_Total_Population.missing|Hampton_Virginia_UnitedStates.Female_Total_Population.data|Hampton_Virginia_UnitedStates.Female_Total_Population.missing|Hampton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Hampton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20745.0|0|64558.0|0|69755.0|0|28086.0|0
