|dates|Cook_Illinois_UnitedStates.BLS_EmployedPopulation.data|Cook_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Cook_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Cook_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Cook_Illinois_UnitedStates.BLS_UnemploymentRate.data|Cook_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Cook_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Cook_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-02|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-03|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-04|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-05|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-06|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-07|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-08|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-09|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-10|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-11|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-12|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-13|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-14|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-15|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-16|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-17|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-18|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-19|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-20|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-21|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-22|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-23|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-24|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-25|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-26|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-27|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-28|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-29|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-30|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-01-31|2449396.5|0|95262.5|0|3.7436253737730674|0|2544659.0|0
0|2020-02-01|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-02|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-03|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-04|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-05|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-06|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-07|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-08|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-09|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-10|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-11|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
0|2020-02-12|2479672.5|0|92413.0|0|3.59292099737742|0|2572085.5|0
