|dates|Scott_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Missouri_UnitedStates.Male_Total_Population.data|Scott_Missouri_UnitedStates.Male_Total_Population.missing|Scott_Missouri_UnitedStates.Female_Total_Population.data|Scott_Missouri_UnitedStates.Female_Total_Population.missing|Scott_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6940.0|0|18682.0|0|19776.0|0|9253.0|0
