|dates|Cleburne_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cleburne_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cleburne_Arkansas_UnitedStates.Male_Total_Population.data|Cleburne_Arkansas_UnitedStates.Male_Total_Population.missing|Cleburne_Arkansas_UnitedStates.Female_Total_Population.data|Cleburne_Arkansas_UnitedStates.Female_Total_Population.missing|Cleburne_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cleburne_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6687.0|0|12277.0|0|12688.0|0|4737.0|0
