|dates|Burlington_NewJersey_UnitedStates.BLS_EmployedPopulation.data|Burlington_NewJersey_UnitedStates.BLS_EmployedPopulation.missing|Burlington_NewJersey_UnitedStates.BLS_UnemployedPopulation.data|Burlington_NewJersey_UnitedStates.BLS_UnemployedPopulation.missing|Burlington_NewJersey_UnitedStates.BLS_UnemploymentRate.data|Burlington_NewJersey_UnitedStates.BLS_UnemploymentRate.missing|Burlington_NewJersey_UnitedStates.BLS_LaborForcePopulation.data|Burlington_NewJersey_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-02|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-03|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-04|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-05|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-06|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-07|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-08|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-09|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-10|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-11|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-12|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-13|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-14|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-15|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-16|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-17|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-18|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-19|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-20|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-21|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-22|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-23|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-24|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-25|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-26|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-27|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-28|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-29|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-30|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-01-31|225276.0|0|8719.0|0|3.7261479946152694|0|233995.0|0
0|2020-02-01|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-02|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-03|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-04|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-05|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-06|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-07|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-08|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-09|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-10|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-11|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-12|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-13|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-14|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-15|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-16|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-17|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-18|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-19|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-20|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-21|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-22|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-23|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-24|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-25|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-26|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-27|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-28|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-02-29|227320.5|0|8556.5|0|3.627526210694557|0|235877.0|0
0|2020-03-01|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-02|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-03|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-04|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-05|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-06|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-07|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-08|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-09|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-10|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-11|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-12|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-13|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-14|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-15|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-16|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
0|2020-03-17|227909.5|0|8060.0|0|3.4156956725339502|0|235969.5|0
