|dates|Posey_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Posey_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Posey_Indiana_UnitedStates.Male_Total_Population.data|Posey_Indiana_UnitedStates.Male_Total_Population.missing|Posey_Indiana_UnitedStates.Female_Total_Population.data|Posey_Indiana_UnitedStates.Female_Total_Population.missing|Posey_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Posey_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4799.0|0|12755.0|0|12785.0|0|5627.0|0
