|dates|Iron_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iron_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iron_Michigan_UnitedStates.Male_Total_Population.data|Iron_Michigan_UnitedStates.Male_Total_Population.missing|Iron_Michigan_UnitedStates.Female_Total_Population.data|Iron_Michigan_UnitedStates.Female_Total_Population.missing|Iron_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Iron_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3402.0|0|5548.0|0|5569.0|0|1846.0|0
