|dates|Campbell_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Campbell_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Campbell_Tennessee_UnitedStates.Male_Total_Population.data|Campbell_Tennessee_UnitedStates.Male_Total_Population.missing|Campbell_Tennessee_UnitedStates.Female_Total_Population.data|Campbell_Tennessee_UnitedStates.Female_Total_Population.missing|Campbell_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Campbell_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8212.0|0|19454.0|0|20129.0|0|8149.0|0
