|dates|Johnson_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Iowa_UnitedStates.Male_Total_Population.data|Johnson_Iowa_UnitedStates.Male_Total_Population.missing|Johnson_Iowa_UnitedStates.Female_Total_Population.data|Johnson_Iowa_UnitedStates.Female_Total_Population.missing|Johnson_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17736.0|0|75011.0|0|76249.0|0|30183.0|0
