|dates|Guthrie_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Guthrie_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Guthrie_Iowa_UnitedStates.Male_Total_Population.data|Guthrie_Iowa_UnitedStates.Male_Total_Population.missing|Guthrie_Iowa_UnitedStates.Female_Total_Population.data|Guthrie_Iowa_UnitedStates.Female_Total_Population.missing|Guthrie_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Guthrie_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2407.0|0|5350.0|0|5370.0|0|2401.0|0
