|dates|Denver_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Denver_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Denver_Colorado_UnitedStates.Male_Total_Population.data|Denver_Colorado_UnitedStates.Male_Total_Population.missing|Denver_Colorado_UnitedStates.Female_Total_Population.data|Denver_Colorado_UnitedStates.Female_Total_Population.missing|Denver_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Denver_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|84216.0|0|359590.0|0|356902.0|0|139926.0|0
