|dates|Rosebud_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rosebud_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rosebud_Montana_UnitedStates.Male_Total_Population.data|Rosebud_Montana_UnitedStates.Male_Total_Population.missing|Rosebud_Montana_UnitedStates.Female_Total_Population.data|Rosebud_Montana_UnitedStates.Female_Total_Population.missing|Rosebud_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Rosebud_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1431.0|0|4564.0|0|4499.0|0|2624.0|0
