|dates|Wabaunsee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wabaunsee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wabaunsee_Kansas_UnitedStates.Male_Total_Population.data|Wabaunsee_Kansas_UnitedStates.Male_Total_Population.missing|Wabaunsee_Kansas_UnitedStates.Female_Total_Population.data|Wabaunsee_Kansas_UnitedStates.Female_Total_Population.missing|Wabaunsee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Wabaunsee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1381.0|0|3527.0|0|3372.0|0|1612.0|0
