|dates|OutofCO_Colorado_UnitedStates.JHU_ConfirmedCases.data|OutofCO_Colorado_UnitedStates.JHU_ConfirmedCases.missing|OutofCO_Colorado_UnitedStates.NYT_ConfirmedCases.data|OutofCO_Colorado_UnitedStates.NYT_ConfirmedCases.missing|OutofCO_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|OutofCO_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|OutofCO_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|OutofCO_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
