|dates|Dorchester_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dorchester_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dorchester_Maryland_UnitedStates.Male_Total_Population.data|Dorchester_Maryland_UnitedStates.Male_Total_Population.missing|Dorchester_Maryland_UnitedStates.Female_Total_Population.data|Dorchester_Maryland_UnitedStates.Female_Total_Population.missing|Dorchester_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Dorchester_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6911.0|0|15211.0|0|16787.0|0|6752.0|0
