|dates|Camden_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camden_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camden_Georgia_UnitedStates.Male_Total_Population.data|Camden_Georgia_UnitedStates.Male_Total_Population.missing|Camden_Georgia_UnitedStates.Female_Total_Population.data|Camden_Georgia_UnitedStates.Female_Total_Population.missing|Camden_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Camden_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7319.0|0|27469.0|0|26208.0|0|13088.0|0
