|dates|Ellsworth_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ellsworth_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ellsworth_Kansas_UnitedStates.Male_Total_Population.data|Ellsworth_Kansas_UnitedStates.Male_Total_Population.missing|Ellsworth_Kansas_UnitedStates.Female_Total_Population.data|Ellsworth_Kansas_UnitedStates.Female_Total_Population.missing|Ellsworth_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ellsworth_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1297.0|0|3503.0|0|2693.0|0|1137.0|0
