|dates|Sanilac_Michigan_UnitedStates.BLS_EmployedPopulation.data|Sanilac_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Sanilac_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Sanilac_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Sanilac_Michigan_UnitedStates.BLS_UnemploymentRate.data|Sanilac_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Sanilac_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Sanilac_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-02|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-03|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-04|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-05|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-06|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-07|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-08|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-09|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-10|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-11|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-12|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-13|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-14|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-15|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-16|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-17|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-18|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-19|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-20|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-21|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-22|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-23|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-24|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-25|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-26|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-27|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-28|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-29|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-30|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-01-31|18192.5|0|1139.0|0|5.891938028606161|0|19331.5|0
0|2020-02-01|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-02|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-03|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-04|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-05|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-06|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-07|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-08|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-09|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-10|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-11|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-12|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-13|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-14|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-15|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-16|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-17|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-18|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-19|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-20|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-21|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-22|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-23|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-24|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-25|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-26|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-27|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-28|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-02-29|18415.5|0|936.5|0|4.839293096320794|0|19352.0|0
0|2020-03-01|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
0|2020-03-02|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
0|2020-03-03|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
0|2020-03-04|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
0|2020-03-05|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
0|2020-03-06|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
0|2020-03-07|18214.0|0|961.0|0|5.011734028683181|0|19175.0|0
