|dates|Macon_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macon_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macon_Georgia_UnitedStates.Male_Total_Population.data|Macon_Georgia_UnitedStates.Male_Total_Population.missing|Macon_Georgia_UnitedStates.Female_Total_Population.data|Macon_Georgia_UnitedStates.Female_Total_Population.missing|Macon_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Macon_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2270.0|0|7203.0|0|5940.0|0|2462.0|0
