|dates|Whitley_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Whitley_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Whitley_Indiana_UnitedStates.Male_Total_Population.data|Whitley_Indiana_UnitedStates.Male_Total_Population.missing|Whitley_Indiana_UnitedStates.Female_Total_Population.data|Whitley_Indiana_UnitedStates.Female_Total_Population.missing|Whitley_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Whitley_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6124.0|0|16983.0|0|17091.0|0|7899.0|0
