|dates|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaMoure_NorthDakota_UnitedStates.Male_Total_Population.data|LaMoure_NorthDakota_UnitedStates.Male_Total_Population.missing|LaMoure_NorthDakota_UnitedStates.Female_Total_Population.data|LaMoure_NorthDakota_UnitedStates.Female_Total_Population.missing|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|LaMoure_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1098.0|0|2096.0|0|1966.0|0|871.0|0
