|dates|Ross_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ross_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ross_Ohio_UnitedStates.Male_Total_Population.data|Ross_Ohio_UnitedStates.Male_Total_Population.missing|Ross_Ohio_UnitedStates.Female_Total_Population.data|Ross_Ohio_UnitedStates.Female_Total_Population.missing|Ross_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Ross_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12852.0|0|40281.0|0|36650.0|0|16271.0|0
