|dates|Russell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Russell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Russell_Virginia_UnitedStates.Male_Total_Population.data|Russell_Virginia_UnitedStates.Male_Total_Population.missing|Russell_Virginia_UnitedStates.Female_Total_Population.data|Russell_Virginia_UnitedStates.Female_Total_Population.missing|Russell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Russell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5773.0|0|13083.0|0|13665.0|0|5052.0|0
