|dates|Antelope_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Antelope_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Antelope_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Antelope_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Antelope_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Antelope_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Antelope_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Antelope_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-02|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-03|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-04|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-05|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-06|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-07|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-08|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-09|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-10|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-11|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-12|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-13|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-14|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-15|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-16|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-17|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-18|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-19|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-20|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-21|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-22|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-23|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-24|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-25|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-26|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-27|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-28|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-29|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-30|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-01-31|3662.5|0|96.0|0|2.5542104562990553|0|3758.5|0
0|2020-02-01|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-02|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-03|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-04|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-05|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-06|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-07|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-08|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-09|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-10|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-11|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-12|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-13|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-14|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-15|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-16|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-17|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-18|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-19|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-20|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-21|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-22|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-23|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-24|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-25|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-26|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-27|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-28|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-02-29|3638.5|0|100.5|0|2.6878844610858517|0|3739.0|0
0|2020-03-01|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-02|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-03|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-04|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-05|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-06|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-07|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-08|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-09|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-10|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-11|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-12|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-13|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-14|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-15|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-16|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-17|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-18|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-19|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-20|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-21|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-22|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-23|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-24|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-25|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-26|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-27|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-28|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-29|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-30|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-03-31|3715.0|0|114.5|0|2.9899464682073376|0|3829.5|0
0|2020-04-01|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-02|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-03|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-04|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-05|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-06|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-07|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-08|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-09|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-10|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-11|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-12|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-13|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-14|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-15|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-16|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-17|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-18|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-19|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-20|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-21|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-22|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-23|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-24|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-25|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-26|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-27|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-28|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-29|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-04-30|3797.5|0|119.5|0|3.0508041868777127|0|3917.0|0
0|2020-05-01|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-02|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-03|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-04|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-05|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-06|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-07|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
0|2020-05-08|3931.0|0|81.0|0|2.0189431704885346|0|4012.0|0
