|dates|Lynchburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lynchburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lynchburg_Virginia_UnitedStates.Male_Total_Population.data|Lynchburg_Virginia_UnitedStates.Male_Total_Population.missing|Lynchburg_Virginia_UnitedStates.Female_Total_Population.data|Lynchburg_Virginia_UnitedStates.Female_Total_Population.missing|Lynchburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lynchburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11823.0|0|38521.0|0|43605.0|0|15946.0|0
