|dates|OutofUT_Utah_UnitedStates.JHU_ConfirmedCases.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedCases.missing|OutofUT_Utah_UnitedStates.NYT_ConfirmedCases.data|OutofUT_Utah_UnitedStates.NYT_ConfirmedCases.missing|OutofUT_Utah_UnitedStates.JHU_ConfirmedDeaths.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|OutofUT_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|22.0|0|0.0|100|0.0|0|0.0|100
