|dates|Graves_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Graves_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Graves_Kentucky_UnitedStates.Male_Total_Population.data|Graves_Kentucky_UnitedStates.Male_Total_Population.missing|Graves_Kentucky_UnitedStates.Female_Total_Population.data|Graves_Kentucky_UnitedStates.Female_Total_Population.missing|Graves_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Graves_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6901.0|0|18254.0|0|19063.0|0|8941.0|0
