|dates|Lincoln_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Oregon_UnitedStates.Male_Total_Population.data|Lincoln_Oregon_UnitedStates.Male_Total_Population.missing|Lincoln_Oregon_UnitedStates.Female_Total_Population.data|Lincoln_Oregon_UnitedStates.Female_Total_Population.missing|Lincoln_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14042.0|0|23815.0|0|25573.0|0|8358.0|0
