|dates|Hoke_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hoke_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hoke_NorthCarolina_UnitedStates.Male_Total_Population.data|Hoke_NorthCarolina_UnitedStates.Male_Total_Population.missing|Hoke_NorthCarolina_UnitedStates.Female_Total_Population.data|Hoke_NorthCarolina_UnitedStates.Female_Total_Population.missing|Hoke_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Hoke_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5508.0|0|27067.0|0|27697.0|0|14936.0|0
