|dates|Coos_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coos_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coos_NewHampshire_UnitedStates.Male_Total_Population.data|Coos_NewHampshire_UnitedStates.Male_Total_Population.missing|Coos_NewHampshire_UnitedStates.Female_Total_Population.data|Coos_NewHampshire_UnitedStates.Female_Total_Population.missing|Coos_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Coos_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7494.0|0|16683.0|0|14906.0|0|5139.0|0
