|dates|Noble_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Noble_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Noble_Indiana_UnitedStates.Male_Total_Population.data|Noble_Indiana_UnitedStates.Male_Total_Population.missing|Noble_Indiana_UnitedStates.Female_Total_Population.data|Noble_Indiana_UnitedStates.Female_Total_Population.missing|Noble_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Noble_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7625.0|0|23825.0|0|23707.0|0|11604.0|0
