|dates|Natrona_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Natrona_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Natrona_Wyoming_UnitedStates.Male_Total_Population.data|Natrona_Wyoming_UnitedStates.Male_Total_Population.missing|Natrona_Wyoming_UnitedStates.Female_Total_Population.data|Natrona_Wyoming_UnitedStates.Female_Total_Population.missing|Natrona_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Natrona_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12180.0|0|39860.0|0|39255.0|0|19040.0|0
