|dates|Chickasaw_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chickasaw_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chickasaw_Mississippi_UnitedStates.Male_Total_Population.data|Chickasaw_Mississippi_UnitedStates.Male_Total_Population.missing|Chickasaw_Mississippi_UnitedStates.Female_Total_Population.data|Chickasaw_Mississippi_UnitedStates.Female_Total_Population.missing|Chickasaw_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Chickasaw_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2958.0|0|8439.0|0|8732.0|0|4263.0|0
