|dates|Bedford_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bedford_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bedford_Tennessee_UnitedStates.Male_Total_Population.data|Bedford_Tennessee_UnitedStates.Male_Total_Population.missing|Bedford_Tennessee_UnitedStates.Female_Total_Population.data|Bedford_Tennessee_UnitedStates.Female_Total_Population.missing|Bedford_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Bedford_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7397.0|0|24090.0|0|24948.0|0|12455.0|0
