|dates|Whitley_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Whitley_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Whitley_Kentucky_UnitedStates.Male_Total_Population.data|Whitley_Kentucky_UnitedStates.Male_Total_Population.missing|Whitley_Kentucky_UnitedStates.Female_Total_Population.data|Whitley_Kentucky_UnitedStates.Female_Total_Population.missing|Whitley_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Whitley_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5779.0|0|17835.0|0|18407.0|0|9150.0|0
