|dates|St.Landry_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Landry_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Landry_Louisiana_UnitedStates.Male_Total_Population.data|St.Landry_Louisiana_UnitedStates.Male_Total_Population.missing|St.Landry_Louisiana_UnitedStates.Female_Total_Population.data|St.Landry_Louisiana_UnitedStates.Female_Total_Population.missing|St.Landry_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Landry_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13328.0|0|39950.0|0|42814.0|0|22230.0|0
