|dates|McDuffie_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McDuffie_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McDuffie_Georgia_UnitedStates.Male_Total_Population.data|McDuffie_Georgia_UnitedStates.Male_Total_Population.missing|McDuffie_Georgia_UnitedStates.Female_Total_Population.data|McDuffie_Georgia_UnitedStates.Female_Total_Population.missing|McDuffie_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|McDuffie_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3777.0|0|10081.0|0|11450.0|0|5400.0|0
