|dates|Antrim_Michigan_UnitedStates.AveragePrecipitationTotal.data|Antrim_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Antrim_Michigan_UnitedStates.AveragePrecipitation.data|Antrim_Michigan_UnitedStates.AveragePrecipitation.missing|Antrim_Michigan_UnitedStates.AverageWindDirection.data|Antrim_Michigan_UnitedStates.AverageWindDirection.missing|Antrim_Michigan_UnitedStates.AverageWindSpeed.data|Antrim_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.0|6|193.08333333333334|0|4.270833333333333|0
