|dates|Taney_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Taney_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Taney_Missouri_UnitedStates.Male_Total_Population.data|Taney_Missouri_UnitedStates.Male_Total_Population.missing|Taney_Missouri_UnitedStates.Female_Total_Population.data|Taney_Missouri_UnitedStates.Female_Total_Population.missing|Taney_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Taney_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12108.0|0|27022.0|0|28830.0|0|11774.0|0
