|dates|Columbia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Florida_UnitedStates.Male_Total_Population.data|Columbia_Florida_UnitedStates.Male_Total_Population.missing|Columbia_Florida_UnitedStates.Female_Total_Population.data|Columbia_Florida_UnitedStates.Female_Total_Population.missing|Columbia_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13314.0|0|36366.0|0|34137.0|0|15312.0|0
